instance,m,rank,lp_obj,rho,position,aircraft_j
airland11,5,4,0.000000,2,34,161
airland11,5,4,0.000000,2,35,165
airland11,5,4,0.000000,2,36,168
airland11,5,4,0.000000,2,37,183
airland11,5,4,0.000000,2,38,186
airland11,5,4,0.000000,2,39,196
airland11,5,4,0.000000,2,40,198
airland11,5,4,0.000000,3,1,7
airland11,5,4,0.000000,3,2,3
airland11,5,4,0.000000,3,3,16
airland11,5,4,0.000000,3,4,21
airland11,5,4,0.000000,3,5,24
airland11,5,4,0.000000,3,6,25
airland11,5,4,0.000000,3,7,32
airland11,5,4,0.000000,3,8,35
airland11,5,4,0.000000,3,9,47
airland11,5,4,0.000000,3,10,49
airland11,5,4,0.000000,3,11,51
airland11,5,4,0.000000,3,12,57
airland11,5,4,0.000000,3,13,59
airland11,5,4,0.000000,3,14,69
airland11,5,4,0.000000,3,15,75
airland11,5,4,0.000000,3,16,77
airland11,5,4,0.000000,3,17,85
airland11,5,4,0.000000,3,18,84
airland11,5,4,0.000000,3,19,94
airland11,5,4,0.000000,3,20,93
airland11,5,4,0.000000,3,21,98
airland11,5,4,0.000000,3,22,102
airland11,5,4,0.000000,3,23,119
airland11,5,4,0.000000,3,24,121
airland11,5,4,0.000000,3,25,127
airland11,5,4,0.000000,3,26,133
airland11,5,4,0.000000,3,27,139
airland11,5,4,0.000000,3,28,138
airland11,5,4,0.000000,3,29,145
airland11,5,4,0.000000,3,30,153
airland11,5,4,0.000000,3,31,157
airland11,5,4,0.000000,3,32,162
airland11,5,4,0.000000,3,33,164
airland11,5,4,0.000000,3,34,169
airland11,5,4,0.000000,3,35,174
airland11,5,4,0.000000,3,36,177
airland11,5,4,0.000000,3,37,181
airland11,5,4,0.000000,3,38,189
airland11,5,4,0.000000,3,39,197
airland11,5,4,0.000000,3,40,199
airland11,5,4,0.000000,4,1,0
airland11,5,4,0.000000,4,2,4
airland11,5,4,0.000000,4,3,1
airland11,5,4,0.000000,4,4,20
airland11,5,4,0.000000,4,5,23
airland11,5,4,0.000000,4,6,30
airland11,5,4,0.000000,4,7,37
airland11,5,4,0.000000,4,8,34
airland11,5,4,0.000000,4,9,41
airland11,5,4,0.000000,4,10,54
airland11,5,4,0.000000,4,11,61
airland11,5,4,0.000000,4,12,64
airland11,5,4,0.000000,4,13,71
airland11,5,4,0.000000,4,14,72
airland11,5,4,0.000000,4,15,73
airland11,5,4,0.000000,4,16,80
airland11,5,4,0.000000,4,17,83
airland11,5,4,0.000000,4,18,82
airland11,5,4,0.000000,4,19,99
airland11,5,4,0.000000,4,20,101
airland11,5,4,0.000000,4,21,107
airland11,5,4,0.000000,4,22,111
airland11,5,4,0.000000,4,23,116
airland11,5,4,0.000000,4,24,118
airland11,5,4,0.000000,4,25,125
airland11,5,4,0.000000,4,26,131
airland11,5,4,0.000000,4,27,132
airland11,5,4,0.000000,4,28,140
airland11,5,4,0.000000,4,29,146
airland11,5,4,0.000000,4,30,151
airland11,5,4,0.000000,4,31,154
airland11,5,4,0.000000,4,32,155
airland11,5,4,0.000000,4,33,170
airland11,5,4,0.000000,4,34,171
airland11,5,4,0.000000,4,35,173
airland11,5,4,0.000000,4,36,178
airland11,5,4,0.000000,4,37,179
airland11,5,4,0.000000,4,38,188
airland11,5,4,0.000000,4,39,190
airland11,5,4,0.000000,4,40,195
airland11,5,4,0.000000,5,1,5
airland11,5,4,0.000000,5,2,6
airland11,5,4,0.000000,5,3,15
airland11,5,4,0.000000,5,4,22
airland11,5,4,0.000000,5,5,19
airland11,5,4,0.000000,5,6,26
airland11,5,4,0.000000,5,7,38
airland11,5,4,0.000000,5,8,39
airland11,5,4,0.000000,5,9,40
airland11,5,4,0.000000,5,10,46
airland11,5,4,0.000000,5,11,50
airland11,5,4,0.000000,5,12,56
airland11,5,4,0.000000,5,13,58
airland11,5,4,0.000000,5,14,67
airland11,5,4,0.000000,5,15,66
airland11,5,4,0.000000,5,16,87
airland11,5,4,0.000000,5,17,89
airland11,5,4,0.000000,5,18,97
airland11,5,4,0.000000,5,19,95
airland11,5,4,0.000000,5,20,100
airland11,5,4,0.000000,5,21,103
airland11,5,4,0.000000,5,22,104
airland11,5,4,0.000000,5,23,106
airland11,5,4,0.000000,5,24,124
airland11,5,4,0.000000,5,25,120
airland11,5,4,0.000000,5,26,123
airland11,5,4,0.000000,5,27,129
airland11,5,4,0.000000,5,28,136
airland11,5,4,0.000000,5,29,141
airland11,5,4,0.000000,5,30,143
airland11,5,4,0.000000,5,31,150
airland11,5,4,0.000000,5,32,149
airland11,5,4,0.000000,5,33,163
airland11,5,4,0.000000,5,34,167
airland11,5,4,0.000000,5,35,175
airland11,5,4,0.000000,5,36,184
airland11,5,4,0.000000,5,37,182
airland11,5,4,0.000000,5,38,191
airland11,5,4,0.000000,5,39,192
airland11,5,4,0.000000,5,40,194
airland12,2,1,1783.650000,1,1,0
airland12,2,1,1783.650000,1,2,3
airland12,2,1,1783.650000,1,3,4
airland12,2,1,1783.650000,1,4,6
airland12,2,1,1783.650000,1,5,10
airland12,2,1,1783.650000,1,6,12
airland12,2,1,1783.650000,1,7,13
airland12,2,1,1783.650000,1,8,14
airland12,2,1,1783.650000,1,9,17
airland12,2,1,1783.650000,1,10,15
airland12,2,1,1783.650000,1,11,21
airland12,2,1,1783.650000,1,12,20
airland12,2,1,1783.650000,1,13,23
airland12,2,1,1783.650000,1,14,25
airland12,2,1,1783.650000,1,15,28
airland12,2,1,1783.650000,1,16,29
airland12,2,1,1783.650000,1,17,31
airland12,2,1,1783.650000,1,18,40
airland12,2,1,1783.650000,1,19,37
airland12,2,1,1783.650000,1,20,39
airland12,2,1,1783.650000,1,21,43
airland12,2,1,1783.650000,1,22,51
airland12,2,1,1783.650000,1,23,50
airland12,2,1,1783.650000,1,24,48
airland12,2,1,1783.650000,1,25,52
airland12,2,1,1783.650000,1,26,53
airland12,2,1,1783.650000,1,27,54
airland12,2,1,1783.650000,1,28,57
airland12,2,1,1783.650000,1,29,55
airland12,2,1,1783.650000,1,30,58
airland12,2,1,1783.650000,1,31,60
airland12,2,1,1783.650000,1,32,62
airland12,2,1,1783.650000,1,33,64
airland12,2,1,1783.650000,1,34,63
airland12,2,1,1783.650000,1,35,66
airland12,2,1,1783.650000,1,36,71
airland12,2,1,1783.650000,1,37,76
airland12,2,1,1783.650000,1,38,73
airland12,2,1,1783.650000,1,39,78
airland12,2,1,1783.650000,1,40,75
airland12,2,1,1783.650000,1,41,80
airland12,2,1,1783.650000,1,42,81
airland12,2,1,1783.650000,1,43,86
airland12,2,1,1783.650000,1,44,84
airland12,2,1,1783.650000,1,45,91
airland12,2,1,1783.650000,1,46,89
airland12,2,1,1783.650000,1,47,92
airland12,2,1,1783.650000,1,48,100
airland12,2,1,1783.650000,1,49,99
airland12,2,1,1783.650000,1,50,101
airland12,2,1,1783.650000,1,51,106
airland12,2,1,1783.650000,1,52,104
airland12,2,1,1783.650000,1,53,109
airland12,2,1,1783.650000,1,54,110
airland12,2,1,1783.650000,1,55,111
airland12,2,1,1783.650000,1,56,116
airland12,2,1,1783.650000,1,57,117
airland12,2,1,1783.650000,1,58,120
airland12,2,1,1783.650000,1,59,122
airland12,2,1,1783.650000,1,60,127
airland12,2,1,1783.650000,1,61,126
airland12,2,1,1783.650000,1,62,130
airland12,2,1,1783.650000,1,63,128
airland12,2,1,1783.650000,1,64,129
airland12,2,1,1783.650000,1,65,133
airland12,2,1,1783.650000,1,66,138
airland12,2,1,1783.650000,1,67,136
airland12,2,1,1783.650000,1,68,141
airland12,2,1,1783.650000,1,69,143
airland12,2,1,1783.650000,1,70,146
airland12,2,1,1783.650000,1,71,142
airland12,2,1,1783.650000,1,72,145
airland12,2,1,1783.650000,1,73,148
airland12,2,1,1783.650000,1,74,149
airland12,2,1,1783.650000,1,75,151
airland12,2,1,1783.650000,1,76,153
airland12,2,1,1783.650000,1,77,155
airland12,2,1,1783.650000,1,78,157
airland12,2,1,1783.650000,1,79,160
airland12,2,1,1783.650000,1,80,158
airland12,2,1,1783.650000,1,81,161
airland12,2,1,1783.650000,1,82,162
airland12,2,1,1783.650000,1,83,171
airland12,2,1,1783.650000,1,84,166
airland12,2,1,1783.650000,1,85,170
airland12,2,1,1783.650000,1,86,174
airland12,2,1,1783.650000,1,87,176
airland12,2,1,1783.650000,1,88,177
airland12,2,1,1783.650000,1,89,183
airland12,2,1,1783.650000,1,90,182
airland12,2,1,1783.650000,1,91,184
airland12,2,1,1783.650000,1,92,187
airland12,2,1,1783.650000,1,93,188
airland12,2,1,1783.650000,1,94,193
airland12,2,1,1783.650000,1,95,192
airland12,2,1,1783.650000,1,96,194
airland12,2,1,1783.650000,1,97,196
airland12,2,1,1783.650000,1,98,199
airland12,2,1,1783.650000,1,99,202
airland12,2,1,1783.650000,1,100,205
airland12,2,1,1783.650000,1,101,204
airland12,2,1,1783.650000,1,102,207
airland12,2,1,1783.650000,1,103,212
airland12,2,1,1783.650000,1,104,213
airland12,2,1,1783.650000,1,105,216
airland12,2,1,1783.650000,1,106,215
airland12,2,1,1783.650000,1,107,217
airland12,2,1,1783.650000,1,108,219
airland12,2,1,1783.650000,1,109,220
airland12,2,1,1783.650000,1,110,224
airland12,2,1,1783.650000,1,111,223
airland12,2,1,1783.650000,1,112,228
airland12,2,1,1783.650000,1,113,227
airland12,2,1,1783.650000,1,114,229
airland12,2,1,1783.650000,1,115,235
airland12,2,1,1783.650000,1,116,237
airland12,2,1,1783.650000,1,117,236
airland12,2,1,1783.650000,1,118,233
airland12,2,1,1783.650000,1,119,239
airland12,2,1,1783.650000,1,120,246
airland12,2,1,1783.650000,1,121,242
airland12,2,1,1783.650000,1,122,244
airland12,2,1,1783.650000,1,123,245
airland12,2,1,1783.650000,2,1,1
airland12,2,1,1783.650000,2,2,2
airland12,2,1,1783.650000,2,3,5
airland12,2,1,1783.650000,2,4,7
airland12,2,1,1783.650000,2,5,8
airland12,2,1,1783.650000,2,6,9
airland12,2,1,1783.650000,2,7,11
airland12,2,1,1783.650000,2,8,16
airland12,2,1,1783.650000,2,9,18
airland12,2,1,1783.650000,2,10,19
airland12,2,1,1783.650000,2,11,24
airland12,2,1,1783.650000,2,12,22
airland12,2,1,1783.650000,2,13,26
airland12,2,1,1783.650000,2,14,27
airland12,2,1,1783.650000,2,15,30
airland12,2,1,1783.650000,2,16,32
airland12,2,1,1783.650000,2,17,33
airland12,2,1,1783.650000,2,18,36
airland12,2,1,1783.650000,2,19,35
airland12,2,1,1783.650000,2,20,34
airland12,2,1,1783.650000,2,21,38
airland12,2,1,1783.650000,2,22,42
airland12,2,1,1783.650000,2,23,44
airland12,2,1,1783.650000,2,24,41
airland12,2,1,1783.650000,2,25,46
airland12,2,1,1783.650000,2,26,49
airland12,2,1,1783.650000,2,27,45
airland12,2,1,1783.650000,2,28,47
airland12,2,1,1783.650000,2,29,56
airland12,2,1,1783.650000,2,30,59
airland12,2,1,1783.650000,2,31,61
airland12,2,1,1783.650000,2,32,67
airland12,2,1,1783.650000,2,33,65
airland12,2,1,1783.650000,2,34,69
airland12,2,1,1783.650000,2,35,68
airland12,2,1,1783.650000,2,36,70
airland12,2,1,1783.650000,2,37,72
airland12,2,1,1783.650000,2,38,74
airland12,2,1,1783.650000,2,39,77
airland12,2,1,1783.650000,2,40,79
airland12,2,1,1783.650000,2,41,82
airland12,2,1,1783.650000,2,42,83
airland12,2,1,1783.650000,2,43,87
airland12,2,1,1783.650000,2,44,85
airland12,2,1,1783.650000,2,45,88
airland12,2,1,1783.650000,2,46,90
airland12,2,1,1783.650000,2,47,93
airland12,2,1,1783.650000,2,48,96
airland12,2,1,1783.650000,2,49,98
airland12,2,1,1783.650000,2,50,94
airland12,2,1,1783.650000,2,51,97
airland12,2,1,1783.650000,2,52,95
airland12,2,1,1783.650000,2,53,102
airland12,2,1,1783.650000,2,54,103
airland12,2,1,1783.650000,2,55,107
airland12,2,1,1783.650000,2,56,105
airland12,2,1,1783.650000,2,57,108
airland12,2,1,1783.650000,2,58,113
airland12,2,1,1783.650000,2,59,115
airland12,2,1,1783.650000,2,60,112
airland12,2,1,1783.650000,2,61,114
airland12,2,1,1783.650000,2,62,118
airland12,2,1,1783.650000,2,63,119
airland12,2,1,1783.650000,2,64,121
airland12,2,1,1783.650000,2,65,123
airland12,2,1,1783.650000,2,66,125
airland12,2,1,1783.650000,2,67,124
airland12,2,1,1783.650000,2,68,131
airland12,2,1,1783.650000,2,69,132
airland12,2,1,1783.650000,2,70,135
airland12,2,1,1783.650000,2,71,134
airland12,2,1,1783.650000,2,72,139
airland12,2,1,1783.650000,2,73,140
airland12,2,1,1783.650000,2,74,137
airland12,2,1,1783.650000,2,75,144
airland12,2,1,1783.650000,2,76,147
airland12,2,1,1783.650000,2,77,150
airland12,2,1,1783.650000,2,78,154
airland12,2,1,1783.650000,2,79,152
airland12,2,1,1783.650000,2,80,156
airland12,2,1,1783.650000,2,81,159
airland12,2,1,1783.650000,2,82,163
airland12,2,1,1783.650000,2,83,167
airland12,2,1,1783.650000,2,84,165
airland12,2,1,1783.650000,2,85,164
airland12,2,1,1783.650000,2,86,169
airland12,2,1,1783.650000,2,87,168
airland12,2,1,1783.650000,2,88,172
airland12,2,1,1783.650000,2,89,173
airland12,2,1,1783.650000,2,90,175
airland12,2,1,1783.650000,2,91,178
airland12,2,1,1783.650000,2,92,179
airland12,2,1,1783.650000,2,93,181
airland12,2,1,1783.650000,2,94,180
airland12,2,1,1783.650000,2,95,185
airland12,2,1,1783.650000,2,96,186
airland12,2,1,1783.650000,2,97,189
airland12,2,1,1783.650000,2,98,191
airland12,2,1,1783.650000,2,99,195
airland12,2,1,1783.650000,2,100,190
airland12,2,1,1783.650000,2,101,197
airland12,2,1,1783.650000,2,102,198
airland12,2,1,1783.650000,2,103,203
airland12,2,1,1783.650000,2,104,200
airland12,2,1,1783.650000,2,105,201
airland12,2,1,1783.650000,2,106,206
airland12,2,1,1783.650000,2,107,208
airland12,2,1,1783.650000,2,108,209
airland12,2,1,1783.650000,2,109,210
airland12,2,1,1783.650000,2,110,211
airland12,2,1,1783.650000,2,111,214
airland12,2,1,1783.650000,2,112,218
airland12,2,1,1783.650000,2,113,221
airland12,2,1,1783.650000,2,114,225
airland12,2,1,1783.650000,2,115,222
airland12,2,1,1783.650000,2,116,232
airland12,2,1,1783.650000,2,117,226
airland12,2,1,1783.650000,2,118,231
airland12,2,1,1783.650000,2,119,234
airland12,2,1,1783.650000,2,120,230
airland12,2,1,1783.650000,2,121,238
airland12,2,1,1783.650000,2,122,240
airland12,2,1,1783.650000,2,123,243
airland12,2,1,1783.650000,2,124,241
airland12,2,1,1783.650000,2,125,248
airland12,2,1,1783.650000,2,126,247
airland12,2,1,1783.650000,2,127,249
airland12,2,2,1783.650000,1,1,0
airland12,2,2,1783.650000,1,2,3
airland12,2,2,1783.650000,1,3,4
airland12,2,2,1783.650000,1,4,6
airland12,2,2,1783.650000,1,5,10
airland12,2,2,1783.650000,1,6,12
airland12,2,2,1783.650000,1,7,13
airland12,2,2,1783.650000,1,8,14
airland12,2,2,1783.650000,1,9,17
airland12,2,2,1783.650000,1,10,15
airland12,2,2,1783.650000,1,11,21
airland12,2,2,1783.650000,1,12,20
airland12,2,2,1783.650000,1,13,23
airland12,2,2,1783.650000,1,14,25
airland12,2,2,1783.650000,1,15,28
airland12,2,2,1783.650000,1,16,29
airland12,2,2,1783.650000,1,17,31
airland12,2,2,1783.650000,1,18,40
airland12,2,2,1783.650000,1,19,37
airland12,2,2,1783.650000,1,20,39
airland12,2,2,1783.650000,1,21,43
airland12,2,2,1783.650000,1,22,51
airland12,2,2,1783.650000,1,23,50
airland12,2,2,1783.650000,1,24,48
airland12,2,2,1783.650000,1,25,52
airland12,2,2,1783.650000,1,26,53
airland12,2,2,1783.650000,1,27,54
airland12,2,2,1783.650000,1,28,57
airland12,2,2,1783.650000,1,29,55
airland12,2,2,1783.650000,1,30,58
airland12,2,2,1783.650000,1,31,60
airland12,2,2,1783.650000,1,32,62
airland12,2,2,1783.650000,1,33,64
airland12,2,2,1783.650000,1,34,63
airland12,2,2,1783.650000,1,35,66
airland12,2,2,1783.650000,1,36,71
airland12,2,2,1783.650000,1,37,76
airland12,2,2,1783.650000,1,38,73
airland12,2,2,1783.650000,1,39,78
airland12,2,2,1783.650000,1,40,75
airland12,2,2,1783.650000,1,41,80
airland12,2,2,1783.650000,1,42,81
airland12,2,2,1783.650000,1,43,86
airland12,2,2,1783.650000,1,44,84
airland12,2,2,1783.650000,1,45,91
airland12,2,2,1783.650000,1,46,89
airland12,2,2,1783.650000,1,47,92
airland12,2,2,1783.650000,1,48,100
airland12,2,2,1783.650000,1,49,99
airland12,2,2,1783.650000,1,50,101
airland12,2,2,1783.650000,1,51,106
airland12,2,2,1783.650000,1,52,104
airland12,2,2,1783.650000,1,53,109
airland12,2,2,1783.650000,1,54,110
airland12,2,2,1783.650000,1,55,111
airland12,2,2,1783.650000,1,56,116
airland12,2,2,1783.650000,1,57,117
airland12,2,2,1783.650000,1,58,120
airland12,2,2,1783.650000,1,59,122
airland12,2,2,1783.650000,1,60,127
airland12,2,2,1783.650000,1,61,126
airland12,2,2,1783.650000,1,62,130
airland12,2,2,1783.650000,1,63,128
airland12,2,2,1783.650000,1,64,129
airland12,2,2,1783.650000,1,65,133
airland12,2,2,1783.650000,1,66,138
airland12,2,2,1783.650000,1,67,136
airland12,2,2,1783.650000,1,68,141
airland12,2,2,1783.650000,1,69,143
airland12,2,2,1783.650000,1,70,146
airland12,2,2,1783.650000,1,71,142
airland12,2,2,1783.650000,1,72,145
airland12,2,2,1783.650000,1,73,148
airland12,2,2,1783.650000,1,74,149
airland12,2,2,1783.650000,1,75,151
airland12,2,2,1783.650000,1,76,153
airland12,2,2,1783.650000,1,77,155
airland12,2,2,1783.650000,1,78,157
airland12,2,2,1783.650000,1,79,160
airland12,2,2,1783.650000,1,80,158
airland12,2,2,1783.650000,1,81,161
airland12,2,2,1783.650000,1,82,162
airland12,2,2,1783.650000,1,83,171
airland12,2,2,1783.650000,1,84,166
airland12,2,2,1783.650000,1,85,170
airland12,2,2,1783.650000,1,86,174
airland12,2,2,1783.650000,1,87,176
airland12,2,2,1783.650000,1,88,177
airland12,2,2,1783.650000,1,89,183
airland12,2,2,1783.650000,1,90,182
airland12,2,2,1783.650000,1,91,184
airland12,2,2,1783.650000,1,92,187
airland12,2,2,1783.650000,1,93,188
airland12,2,2,1783.650000,1,94,193
airland12,2,2,1783.650000,1,95,192
airland12,2,2,1783.650000,1,96,194
airland12,2,2,1783.650000,1,97,196
airland12,2,2,1783.650000,1,98,199
airland12,2,2,1783.650000,1,99,202
airland12,2,2,1783.650000,1,100,205
airland12,2,2,1783.650000,1,101,204
airland12,2,2,1783.650000,1,102,207
airland12,2,2,1783.650000,1,103,212
airland12,2,2,1783.650000,1,104,213
airland12,2,2,1783.650000,1,105,216
airland12,2,2,1783.650000,1,106,215
airland12,2,2,1783.650000,1,107,217
airland12,2,2,1783.650000,1,108,219
airland12,2,2,1783.650000,1,109,220
airland12,2,2,1783.650000,1,110,224
airland12,2,2,1783.650000,1,111,223
airland12,2,2,1783.650000,1,112,228
airland12,2,2,1783.650000,1,113,227
airland12,2,2,1783.650000,1,114,229
airland12,2,2,1783.650000,1,115,235
airland12,2,2,1783.650000,1,116,237
airland12,2,2,1783.650000,1,117,236
airland12,2,2,1783.650000,1,118,233
airland12,2,2,1783.650000,1,119,239
airland12,2,2,1783.650000,1,120,246
airland12,2,2,1783.650000,1,121,242
airland12,2,2,1783.650000,1,122,244
airland12,2,2,1783.650000,1,123,245
airland12,2,2,1783.650000,2,1,1
airland12,2,2,1783.650000,2,2,2
airland12,2,2,1783.650000,2,3,5
airland12,2,2,1783.650000,2,4,7
airland12,2,2,1783.650000,2,5,8
airland12,2,2,1783.650000,2,6,9
airland12,2,2,1783.650000,2,7,11
airland12,2,2,1783.650000,2,8,16
airland12,2,2,1783.650000,2,9,18
airland12,2,2,1783.650000,2,10,19
airland12,2,2,1783.650000,2,11,24
airland12,2,2,1783.650000,2,12,22
airland12,2,2,1783.650000,2,13,26
airland12,2,2,1783.650000,2,14,27
airland12,2,2,1783.650000,2,15,30
airland12,2,2,1783.650000,2,16,32
airland12,2,2,1783.650000,2,17,33
airland12,2,2,1783.650000,2,18,36
airland12,2,2,1783.650000,2,19,35
airland12,2,2,1783.650000,2,20,34
airland12,2,2,1783.650000,2,21,38
airland12,2,2,1783.650000,2,22,42
airland12,2,2,1783.650000,2,23,44
airland12,2,2,1783.650000,2,24,41
airland12,2,2,1783.650000,2,25,46
airland12,2,2,1783.650000,2,26,49
airland12,2,2,1783.650000,2,27,45
airland12,2,2,1783.650000,2,28,47
airland12,2,2,1783.650000,2,29,56
airland12,2,2,1783.650000,2,30,59
airland12,2,2,1783.650000,2,31,61
airland12,2,2,1783.650000,2,32,67
airland12,2,2,1783.650000,2,33,65
airland12,2,2,1783.650000,2,34,69
airland12,2,2,1783.650000,2,35,68
airland12,2,2,1783.650000,2,36,70
airland12,2,2,1783.650000,2,37,72
airland12,2,2,1783.650000,2,38,74
airland12,2,2,1783.650000,2,39,77
airland12,2,2,1783.650000,2,40,79
airland12,2,2,1783.650000,2,41,82
airland12,2,2,1783.650000,2,42,83
airland12,2,2,1783.650000,2,43,87
airland12,2,2,1783.650000,2,44,85
airland12,2,2,1783.650000,2,45,88
airland12,2,2,1783.650000,2,46,90
airland12,2,2,1783.650000,2,47,93
airland12,2,2,1783.650000,2,48,96
airland12,2,2,1783.650000,2,49,98
airland12,2,2,1783.650000,2,50,94
airland12,2,2,1783.650000,2,51,97
airland12,2,2,1783.650000,2,52,95
airland12,2,2,1783.650000,2,53,102
airland12,2,2,1783.650000,2,54,103
airland12,2,2,1783.650000,2,55,107
airland12,2,2,1783.650000,2,56,105
airland12,2,2,1783.650000,2,57,108
airland12,2,2,1783.650000,2,58,113
airland12,2,2,1783.650000,2,59,115
airland12,2,2,1783.650000,2,60,112
airland12,2,2,1783.650000,2,61,114
airland12,2,2,1783.650000,2,62,118
airland12,2,2,1783.650000,2,63,119
airland12,2,2,1783.650000,2,64,121
airland12,2,2,1783.650000,2,65,123
airland12,2,2,1783.650000,2,66,125
airland12,2,2,1783.650000,2,67,124
airland12,2,2,1783.650000,2,68,131
airland12,2,2,1783.650000,2,69,132
airland12,2,2,1783.650000,2,70,135
airland12,2,2,1783.650000,2,71,134
airland12,2,2,1783.650000,2,72,139
airland12,2,2,1783.650000,2,73,140
airland12,2,2,1783.650000,2,74,137
airland12,2,2,1783.650000,2,75,144
airland12,2,2,1783.650000,2,76,147
airland12,2,2,1783.650000,2,77,150
airland12,2,2,1783.650000,2,78,154
airland12,2,2,1783.650000,2,79,152
airland12,2,2,1783.650000,2,80,156
airland12,2,2,1783.650000,2,81,159
airland12,2,2,1783.650000,2,82,163
airland12,2,2,1783.650000,2,83,167
airland12,2,2,1783.650000,2,84,165
airland12,2,2,1783.650000,2,85,164
airland12,2,2,1783.650000,2,86,169
airland12,2,2,1783.650000,2,87,168
airland12,2,2,1783.650000,2,88,172
airland12,2,2,1783.650000,2,89,173
airland12,2,2,1783.650000,2,90,175
airland12,2,2,1783.650000,2,91,178
airland12,2,2,1783.650000,2,92,179
airland12,2,2,1783.650000,2,93,181
airland12,2,2,1783.650000,2,94,180
airland12,2,2,1783.650000,2,95,185
airland12,2,2,1783.650000,2,96,186
airland12,2,2,1783.650000,2,97,189
airland12,2,2,1783.650000,2,98,191
airland12,2,2,1783.650000,2,99,195
airland12,2,2,1783.650000,2,100,190
airland12,2,2,1783.650000,2,101,197
airland12,2,2,1783.650000,2,102,198
airland12,2,2,1783.650000,2,103,203
airland12,2,2,1783.650000,2,104,200
airland12,2,2,1783.650000,2,105,201
airland12,2,2,1783.650000,2,106,206
airland12,2,2,1783.650000,2,107,208
airland12,2,2,1783.650000,2,108,209
airland12,2,2,1783.650000,2,109,210
airland12,2,2,1783.650000,2,110,211
airland12,2,2,1783.650000,2,111,214
airland12,2,2,1783.650000,2,112,218
airland12,2,2,1783.650000,2,113,221
airland12,2,2,1783.650000,2,114,225
airland12,2,2,1783.650000,2,115,222
airland12,2,2,1783.650000,2,116,232
airland12,2,2,1783.650000,2,117,226
airland12,2,2,1783.650000,2,118,231
airland12,2,2,1783.650000,2,119,234
airland12,2,2,1783.650000,2,120,230
airland12,2,2,1783.650000,2,121,238
airland12,2,2,1783.650000,2,122,240
airland12,2,2,1783.650000,2,123,243
airland12,2,2,1783.650000,2,124,241
airland12,2,2,1783.650000,2,125,248
airland12,2,2,1783.650000,2,126,247
airland12,2,2,1783.650000,2,127,249
airland12,2,3,1783.650000,1,1,0
airland12,2,3,1783.650000,1,2,3
airland12,2,3,1783.650000,1,3,4
airland12,2,3,1783.650000,1,4,6
airland12,2,3,1783.650000,1,5,10
airland12,2,3,1783.650000,1,6,12
airland12,2,3,1783.650000,1,7,13
airland12,2,3,1783.650000,1,8,14
airland12,2,3,1783.650000,1,9,17
airland12,2,3,1783.650000,1,10,15
airland12,2,3,1783.650000,1,11,21
airland12,2,3,1783.650000,1,12,20
airland12,2,3,1783.650000,1,13,23
airland12,2,3,1783.650000,1,14,25
airland12,2,3,1783.650000,1,15,28
airland12,2,3,1783.650000,1,16,29
airland12,2,3,1783.650000,1,17,31
airland12,2,3,1783.650000,1,18,40
airland12,2,3,1783.650000,1,19,37
airland12,2,3,1783.650000,1,20,39
airland12,2,3,1783.650000,1,21,43
airland12,2,3,1783.650000,1,22,51
airland12,2,3,1783.650000,1,23,50
airland12,2,3,1783.650000,1,24,48
airland12,2,3,1783.650000,1,25,52
airland12,2,3,1783.650000,1,26,53
airland12,2,3,1783.650000,1,27,54
airland12,2,3,1783.650000,1,28,57
airland12,2,3,1783.650000,1,29,55
airland12,2,3,1783.650000,1,30,58
airland12,2,3,1783.650000,1,31,60
airland12,2,3,1783.650000,1,32,62
airland12,2,3,1783.650000,1,33,64
airland12,2,3,1783.650000,1,34,63
airland12,2,3,1783.650000,1,35,66
airland12,2,3,1783.650000,1,36,71
airland12,2,3,1783.650000,1,37,76
airland12,2,3,1783.650000,1,38,73
airland12,2,3,1783.650000,1,39,78
airland12,2,3,1783.650000,1,40,75
airland12,2,3,1783.650000,1,41,80
airland12,2,3,1783.650000,1,42,81
airland12,2,3,1783.650000,1,43,86
airland12,2,3,1783.650000,1,44,84
airland12,2,3,1783.650000,1,45,91
airland12,2,3,1783.650000,1,46,89
airland12,2,3,1783.650000,1,47,92
airland12,2,3,1783.650000,1,48,100
airland12,2,3,1783.650000,1,49,99
airland12,2,3,1783.650000,1,50,101
airland12,2,3,1783.650000,1,51,106
airland12,2,3,1783.650000,1,52,104
airland12,2,3,1783.650000,1,53,109
airland12,2,3,1783.650000,1,54,110
airland12,2,3,1783.650000,1,55,111
airland12,2,3,1783.650000,1,56,116
airland12,2,3,1783.650000,1,57,117
airland12,2,3,1783.650000,1,58,120
airland12,2,3,1783.650000,1,59,122
airland12,2,3,1783.650000,1,60,127
airland12,2,3,1783.650000,1,61,126
airland12,2,3,1783.650000,1,62,130
airland12,2,3,1783.650000,1,63,128
airland12,2,3,1783.650000,1,64,129
airland12,2,3,1783.650000,1,65,133
airland12,2,3,1783.650000,1,66,138
airland12,2,3,1783.650000,1,67,136
airland12,2,3,1783.650000,1,68,141
airland12,2,3,1783.650000,1,69,143
airland12,2,3,1783.650000,1,70,146
airland12,2,3,1783.650000,1,71,142
airland12,2,3,1783.650000,1,72,145
airland12,2,3,1783.650000,1,73,148
airland12,2,3,1783.650000,1,74,149
airland12,2,3,1783.650000,1,75,151
airland12,2,3,1783.650000,1,76,153
airland12,2,3,1783.650000,1,77,155
airland12,2,3,1783.650000,1,78,157
