instance,m,rho,position,aircraft_j
airland11,4,3,44,173
airland11,4,3,45,178
airland11,4,3,46,180
airland11,4,3,47,182
airland11,4,3,48,191
airland11,4,3,49,195
airland11,4,3,50,198
airland11,4,4,1,7
airland11,4,4,2,9
airland11,4,4,3,11
airland11,4,4,4,18
airland11,4,4,5,20
airland11,4,4,6,23
airland11,4,4,7,30
airland11,4,4,8,29
airland11,4,4,9,36
airland11,4,4,10,39
airland11,4,4,11,40
airland11,4,4,12,48
airland11,4,4,13,52
airland11,4,4,14,56
airland11,4,4,15,62
airland11,4,4,16,63
airland11,4,4,17,67
airland11,4,4,18,70
airland11,4,4,19,76
airland11,4,4,20,80
airland11,4,4,21,85
airland11,4,4,22,87
airland11,4,4,23,89
airland11,4,4,24,92
airland11,4,4,25,99
airland11,4,4,26,103
airland11,4,4,27,109
airland11,4,4,28,111
airland11,4,4,29,115
airland11,4,4,30,119
airland11,4,4,31,122
airland11,4,4,32,126
airland11,4,4,33,133
airland11,4,4,34,135
airland11,4,4,35,138
airland11,4,4,36,144
airland11,4,4,37,152
airland11,4,4,38,147
airland11,4,4,39,154
airland11,4,4,40,159
airland11,4,4,41,162
airland11,4,4,42,169
airland11,4,4,43,172
airland11,4,4,44,175
airland11,4,4,45,181
airland11,4,4,46,184
airland11,4,4,47,185
airland11,4,4,48,189
airland11,4,4,49,194
airland11,4,4,50,199
airland11,5,1,1,2
airland11,5,1,2,3
airland11,5,1,3,8
airland11,5,1,4,18
airland11,5,1,5,22
airland11,5,1,6,28
airland11,5,1,7,31
airland11,5,1,8,36
airland11,5,1,9,41
airland11,5,1,10,46
airland11,5,1,11,49
airland11,5,1,12,56
airland11,5,1,13,59
airland11,5,1,14,64
airland11,5,1,15,71
airland11,5,1,16,76
airland11,5,1,17,81
airland11,5,1,18,84
airland11,5,1,19,88
airland11,5,1,20,92
airland11,5,1,21,100
airland11,5,1,22,104
airland11,5,1,23,110
airland11,5,1,24,115
airland11,5,1,25,124
airland11,5,1,26,127
airland11,5,1,27,131
airland11,5,1,28,135
airland11,5,1,29,141
airland11,5,1,30,143
airland11,5,1,31,148
airland11,5,1,32,154
airland11,5,1,33,163
airland11,5,1,34,164
airland11,5,1,35,167
airland11,5,1,36,175
airland11,5,1,37,183
airland11,5,1,38,186
airland11,5,1,39,191
airland11,5,1,40,194
airland11,5,2,1,0
airland11,5,2,2,5
airland11,5,2,3,11
airland11,5,2,4,16
airland11,5,2,5,19
airland11,5,2,6,27
airland11,5,2,7,29
airland11,5,2,8,35
airland11,5,2,9,42
airland11,5,2,10,45
airland11,5,2,11,52
airland11,5,2,12,55
airland11,5,2,13,58
airland11,5,2,14,69
airland11,5,2,15,70
airland11,5,2,16,79
airland11,5,2,17,77
airland11,5,2,18,86
airland11,5,2,19,89
airland11,5,2,20,95
airland11,5,2,21,101
airland11,5,2,22,106
airland11,5,2,23,111
airland11,5,2,24,116
airland11,5,2,25,121
airland11,5,2,26,125
airland11,5,2,27,133
airland11,5,2,28,136
airland11,5,2,29,142
airland11,5,2,30,150
airland11,5,2,31,147
airland11,5,2,32,158
airland11,5,2,33,161
airland11,5,2,34,168
airland11,5,2,35,172
airland11,5,2,36,176
airland11,5,2,37,179
airland11,5,2,38,182
airland11,5,2,39,189
airland11,5,2,40,197
airland11,5,3,1,4
airland11,5,3,2,9
airland11,5,3,3,12
airland11,5,3,4,17
airland11,5,3,5,21
airland11,5,3,6,30
airland11,5,3,7,32
airland11,5,3,8,38
airland11,5,3,9,43
airland11,5,3,10,48
airland11,5,3,11,51
airland11,5,3,12,57
airland11,5,3,13,61
airland11,5,3,14,67
airland11,5,3,15,72
airland11,5,3,16,75
airland11,5,3,17,83
airland11,5,3,18,87
airland11,5,3,19,94
airland11,5,3,20,96
airland11,5,3,21,102
airland11,5,3,22,109
airland11,5,3,23,112
airland11,5,3,24,118
airland11,5,3,25,120
airland11,5,3,26,126
airland11,5,3,27,130
airland11,5,3,28,139
airland11,5,3,29,140
airland11,5,3,30,152
airland11,5,3,31,151
airland11,5,3,32,155
airland11,5,3,33,160
airland11,5,3,34,169
airland11,5,3,35,171
airland11,5,3,36,177
airland11,5,3,37,180
airland11,5,3,38,185
airland11,5,3,39,193
airland11,5,3,40,196
airland11,5,4,1,7
airland11,5,4,2,10
airland11,5,4,3,13
airland11,5,4,4,15
airland11,5,4,5,23
airland11,5,4,6,26
airland11,5,4,7,33
airland11,5,4,8,34
airland11,5,4,9,40
airland11,5,4,10,47
airland11,5,4,11,54
airland11,5,4,12,60
airland11,5,4,13,63
airland11,5,4,14,68
airland11,5,4,15,73
airland11,5,4,16,78
airland11,5,4,17,85
airland11,5,4,18,91
airland11,5,4,19,93
airland11,5,4,20,98
airland11,5,4,21,103
airland11,5,4,22,107
airland11,5,4,23,113
airland11,5,4,24,117
airland11,5,4,25,122
airland11,5,4,26,129
airland11,5,4,27,132
airland11,5,4,28,137
airland11,5,4,29,144
airland11,5,4,30,146
airland11,5,4,31,153
airland11,5,4,32,157
airland11,5,4,33,162
airland11,5,4,34,166
airland11,5,4,35,174
airland11,5,4,36,178
airland11,5,4,37,184
airland11,5,4,38,188
airland11,5,4,39,192
airland11,5,4,40,198
airland11,5,5,1,1
airland11,5,5,2,6
airland11,5,5,3,14
airland11,5,5,4,20
airland11,5,5,5,24
airland11,5,5,6,25
airland11,5,5,7,37
airland11,5,5,8,39
airland11,5,5,9,44
airland11,5,5,10,50
airland11,5,5,11,53
airland11,5,5,12,62
airland11,5,5,13,65
airland11,5,5,14,66
airland11,5,5,15,74
airland11,5,5,16,80
airland11,5,5,17,82
airland11,5,5,18,90
airland11,5,5,19,97
airland11,5,5,20,99
airland11,5,5,21,105
airland11,5,5,22,108
airland11,5,5,23,114
airland11,5,5,24,119
airland11,5,5,25,123
airland11,5,5,26,128
airland11,5,5,27,134
airland11,5,5,28,138
airland11,5,5,29,145
airland11,5,5,30,149
airland11,5,5,31,156
airland11,5,5,32,159
airland11,5,5,33,165
airland11,5,5,34,170
airland11,5,5,35,173
airland11,5,5,36,181
airland11,5,5,37,187
airland11,5,5,38,190
airland11,5,5,39,195
airland11,5,5,40,199
airland12,2,1,1,0
airland12,2,1,2,3
airland12,2,1,3,4
airland12,2,1,4,6
airland12,2,1,5,10
airland12,2,1,6,12
airland12,2,1,7,13
airland12,2,1,8,14
airland12,2,1,9,17
airland12,2,1,10,15
airland12,2,1,11,21
airland12,2,1,12,20
airland12,2,1,13,23
airland12,2,1,14,25
airland12,2,1,15,28
airland12,2,1,16,29
airland12,2,1,17,31
airland12,2,1,18,40
airland12,2,1,19,37
airland12,2,1,20,39
airland12,2,1,21,43
airland12,2,1,22,51
airland12,2,1,23,50
airland12,2,1,24,48
airland12,2,1,25,52
airland12,2,1,26,53
airland12,2,1,27,54
airland12,2,1,28,57
airland12,2,1,29,55
airland12,2,1,30,58
airland12,2,1,31,60
airland12,2,1,32,62
airland12,2,1,33,64
airland12,2,1,34,63
airland12,2,1,35,66
airland12,2,1,36,71
airland12,2,1,37,76
airland12,2,1,38,73
airland12,2,1,39,78
airland12,2,1,40,75
airland12,2,1,41,80
airland12,2,1,42,81
airland12,2,1,43,86
airland12,2,1,44,84
airland12,2,1,45,91
airland12,2,1,46,89
airland12,2,1,47,92
airland12,2,1,48,100
airland12,2,1,49,99
airland12,2,1,50,101
airland12,2,1,51,106
airland12,2,1,52,104
airland12,2,1,53,109
airland12,2,1,54,110
airland12,2,1,55,111
airland12,2,1,56,116
airland12,2,1,57,117
airland12,2,1,58,120
airland12,2,1,59,122
airland12,2,1,60,127
airland12,2,1,61,126
airland12,2,1,62,130
airland12,2,1,63,128
airland12,2,1,64,129
airland12,2,1,65,133
airland12,2,1,66,138
airland12,2,1,67,136
airland12,2,1,68,141
airland12,2,1,69,143
airland12,2,1,70,146
airland12,2,1,71,142
airland12,2,1,72,145
airland12,2,1,73,148
airland12,2,1,74,149
airland12,2,1,75,151
airland12,2,1,76,153
airland12,2,1,77,155
airland12,2,1,78,157
airland12,2,1,79,160
airland12,2,1,80,158
airland12,2,1,81,161
airland12,2,1,82,162
airland12,2,1,83,171
airland12,2,1,84,166
airland12,2,1,85,170
airland12,2,1,86,174
airland12,2,1,87,176
airland12,2,1,88,177
airland12,2,1,89,183
airland12,2,1,90,182
airland12,2,1,91,184
airland12,2,1,92,187
airland12,2,1,93,188
airland12,2,1,94,193
airland12,2,1,95,192
airland12,2,1,96,194
airland12,2,1,97,196
airland12,2,1,98,199
airland12,2,1,99,202
airland12,2,1,100,205
airland12,2,1,101,204
airland12,2,1,102,207
airland12,2,1,103,212
airland12,2,1,104,213
airland12,2,1,105,216
airland12,2,1,106,215
airland12,2,1,107,217
airland12,2,1,108,219
airland12,2,1,109,220
airland12,2,1,110,224
airland12,2,1,111,223
airland12,2,1,112,228
airland12,2,1,113,227
airland12,2,1,114,229
airland12,2,1,115,235
airland12,2,1,116,237
airland12,2,1,117,236
airland12,2,1,118,233
airland12,2,1,119,239
airland12,2,1,120,246
airland12,2,1,121,242
airland12,2,1,122,244
airland12,2,1,123,245
airland12,2,2,1,1
airland12,2,2,2,2
airland12,2,2,3,5
airland12,2,2,4,7
airland12,2,2,5,8
airland12,2,2,6,9
airland12,2,2,7,11
airland12,2,2,8,16
airland12,2,2,9,18
airland12,2,2,10,19
airland12,2,2,11,24
airland12,2,2,12,22
airland12,2,2,13,26
airland12,2,2,14,27
airland12,2,2,15,30
airland12,2,2,16,32
airland12,2,2,17,33
airland12,2,2,18,36
airland12,2,2,19,35
airland12,2,2,20,34
airland12,2,2,21,38
airland12,2,2,22,42
airland12,2,2,23,44
airland12,2,2,24,41
airland12,2,2,25,46
airland12,2,2,26,49
airland12,2,2,27,45
airland12,2,2,28,47
airland12,2,2,29,56
airland12,2,2,30,59
airland12,2,2,31,61
airland12,2,2,32,67
airland12,2,2,33,65
airland12,2,2,34,69
airland12,2,2,35,68
airland12,2,2,36,70
airland12,2,2,37,72
airland12,2,2,38,74
airland12,2,2,39,77
airland12,2,2,40,79
airland12,2,2,41,82
airland12,2,2,42,83
airland12,2,2,43,87
airland12,2,2,44,85
airland12,2,2,45,88
airland12,2,2,46,90
airland12,2,2,47,93
airland12,2,2,48,96
airland12,2,2,49,98
airland12,2,2,50,94
airland12,2,2,51,97
airland12,2,2,52,95
airland12,2,2,53,102
airland12,2,2,54,103
airland12,2,2,55,107
airland12,2,2,56,105
airland12,2,2,57,108
airland12,2,2,58,113
airland12,2,2,59,115
airland12,2,2,60,112
airland12,2,2,61,114
airland12,2,2,62,118
airland12,2,2,63,119
airland12,2,2,64,121
airland12,2,2,65,123
airland12,2,2,66,125
airland12,2,2,67,124
airland12,2,2,68,131
airland12,2,2,69,132
airland12,2,2,70,135
airland12,2,2,71,134
airland12,2,2,72,139
airland12,2,2,73,140
airland12,2,2,74,137
airland12,2,2,75,144
airland12,2,2,76,147
airland12,2,2,77,150
airland12,2,2,78,154
airland12,2,2,79,152
airland12,2,2,80,156
airland12,2,2,81,159
airland12,2,2,82,163
airland12,2,2,83,167
airland12,2,2,84,165
airland12,2,2,85,164
airland12,2,2,86,169
airland12,2,2,87,168
airland12,2,2,88,172
airland12,2,2,89,173
airland12,2,2,90,175
airland12,2,2,91,178
airland12,2,2,92,179
airland12,2,2,93,181
airland12,2,2,94,180
airland12,2,2,95,185
airland12,2,2,96,186
airland12,2,2,97,189
airland12,2,2,98,191
airland12,2,2,99,195
airland12,2,2,100,190
airland12,2,2,101,197
airland12,2,2,102,198
airland12,2,2,103,203
airland12,2,2,104,200
airland12,2,2,105,201
airland12,2,2,106,206
airland12,2,2,107,208
airland12,2,2,108,209
airland12,2,2,109,210
airland12,2,2,110,211
airland12,2,2,111,214
airland12,2,2,112,218
airland12,2,2,113,221
airland12,2,2,114,225
airland12,2,2,115,222
airland12,2,2,116,232
airland12,2,2,117,226
airland12,2,2,118,231
airland12,2,2,119,234
airland12,2,2,120,230
airland12,2,2,121,238
airland12,2,2,122,240
airland12,2,2,123,243
airland12,2,2,124,241
airland12,2,2,125,248
airland12,2,2,126,247
airland12,2,2,127,249
airland12,3,1,1,0
airland12,3,1,2,4
airland12,3,1,3,9
airland12,3,1,4,11
airland12,3,1,5,15
airland12,3,1,6,19
airland12,3,1,7,26
airland12,3,1,8,28
airland12,3,1,9,30
airland12,3,1,10,33
airland12,3,1,11,40
airland12,3,1,12,39
airland12,3,1,13,43
airland12,3,1,14,51
airland12,3,1,15,50
airland12,3,1,16,48
airland12,3,1,17,56
airland12,3,1,18,58
airland12,3,1,19,60
airland12,3,1,20,64
airland12,3,1,21,69
airland12,3,1,22,68
airland12,3,1,23,73
airland12,3,1,24,78
airland12,3,1,25,75
airland12,3,1,26,79
airland12,3,1,27,83
airland12,3,1,28,86
airland12,3,1,29,91
airland12,3,1,30,96
airland12,3,1,31,98
airland12,3,1,32,100
airland12,3,1,33,95
airland12,3,1,34,105
airland12,3,1,35,116
airland12,3,1,36,121
airland12,3,1,37,127
airland12,3,1,38,126
airland12,3,1,39,131
airland12,3,1,40,135
airland12,3,1,41,133
airland12,3,1,42,139
airland12,3,1,43,142
airland12,3,1,44,145
airland12,3,1,45,153
airland12,3,1,46,155
airland12,3,1,47,156
airland12,3,1,48,159
airland12,3,1,49,162
airland12,3,1,50,171
airland12,3,1,51,170
airland12,3,1,52,173
airland12,3,1,53,175
airland12,3,1,54,178
airland12,3,1,55,181
airland12,3,1,56,180
airland12,3,1,57,185
airland12,3,1,58,186
airland12,3,1,59,188
airland12,3,1,60,191
airland12,3,1,61,190
airland12,3,1,62,203
airland12,3,1,63,200
airland12,3,1,64,205
airland12,3,1,65,204
airland12,3,1,66,207
airland12,3,1,67,210
airland12,3,1,68,211
airland12,3,1,69,214
airland12,3,1,70,217
airland12,3,1,71,223
airland12,3,1,72,222
airland12,3,1,73,229
airland12,3,1,74,237
airland12,3,1,75,236
airland12,3,1,76,233
airland12,3,1,77,246
airland12,3,1,78,242
airland12,3,1,79,247
airland12,3,1,80,249
airland12,3,2,1,2
airland12,3,2,2,3
airland12,3,2,3,6
airland12,3,2,4,8
airland12,3,2,5,12
airland12,3,2,6,16
airland12,3,2,7,21
airland12,3,2,8,20
airland12,3,2,9,23
airland12,3,2,10,25
airland12,3,2,11,27
airland12,3,2,12,32
airland12,3,2,13,36
airland12,3,2,14,35
airland12,3,2,15,34
airland12,3,2,16,38
airland12,3,2,17,42
airland12,3,2,18,44
airland12,3,2,19,46
airland12,3,2,20,47
airland12,3,2,21,59
airland12,3,2,22,61
airland12,3,2,23,62
airland12,3,2,24,63
airland12,3,2,25,71
airland12,3,2,26,76
airland12,3,2,27,74
airland12,3,2,28,82
airland12,3,2,29,87
airland12,3,2,30,85
airland12,3,2,31,89
airland12,3,2,32,93
airland12,3,2,33,92
airland12,3,2,34,97
airland12,3,2,35,102
airland12,3,2,36,103
airland12,3,2,37,107
airland12,3,2,38,108
airland12,3,2,39,110
airland12,3,2,40,111
airland12,3,2,41,117
airland12,3,2,42,119
airland12,3,2,43,123
airland12,3,2,44,125
airland12,3,2,45,124
airland12,3,2,46,130
airland12,3,2,47,132
airland12,3,2,48,129
airland12,3,2,49,134
airland12,3,2,50,138
airland12,3,2,51,136
airland12,3,2,52,141
airland12,3,2,53,137
airland12,3,2,54,146
airland12,3,2,55,147
airland12,3,2,56,150
airland12,3,2,57,160
airland12,3,2,58,163
airland12,3,2,59,167
airland12,3,2,60,164
airland12,3,2,61,168
airland12,3,2,62,172
airland12,3,2,63,177
airland12,3,2,64,179
airland12,3,2,65,183
airland12,3,2,66,184
airland12,3,2,67,195
airland12,3,2,68,192
airland12,3,2,69,194
airland12,3,2,70,196
airland12,3,2,71,198
airland12,3,2,72,201
airland12,3,2,73,206
airland12,3,2,74,208
airland12,3,2,75,216
airland12,3,2,76,219
airland12,3,2,77,221
airland12,3,2,78,227
airland12,3,2,79,232
airland12,3,2,80,226
airland12,3,2,81,231
airland12,3,2,82,230
airland12,3,2,83,239
airland12,3,2,84,243
airland12,3,2,85,244
airland12,3,3,1,1
airland12,3,3,2,5
airland12,3,3,3,7
airland12,3,3,4,10
airland12,3,3,5,13
airland12,3,3,6,14
airland12,3,3,7,17
airland12,3,3,8,18
airland12,3,3,9,24
airland12,3,3,10,22
airland12,3,3,11,29
airland12,3,3,12,31
airland12,3,3,13,37
airland12,3,3,14,41
airland12,3,3,15,49
airland12,3,3,16,45
airland12,3,3,17,52
airland12,3,3,18,53
airland12,3,3,19,54
airland12,3,3,20,57
airland12,3,3,21,55
airland12,3,3,22,67
airland12,3,3,23,65
airland12,3,3,24,66
airland12,3,3,25,70
airland12,3,3,26,72
airland12,3,3,27,77
airland12,3,3,28,80
airland12,3,3,29,81
airland12,3,3,30,84
airland12,3,3,31,88
airland12,3,3,32,90
airland12,3,3,33,94
airland12,3,3,34,99
airland12,3,3,35,101
airland12,3,3,36,106
airland12,3,3,37,104
airland12,3,3,38,109
airland12,3,3,39,113
airland12,3,3,40,115
airland12,3,3,41,112
airland12,3,3,42,114
airland12,3,3,43,118
airland12,3,3,44,120
airland12,3,3,45,122
airland12,3,3,46,128
airland12,3,3,47,140
airland12,3,3,48,143
airland12,3,3,49,144
airland12,3,3,50,148
airland12,3,3,51,149
airland12,3,3,52,151
airland12,3,3,53,154
airland12,3,3,54,152
airland12,3,3,55,157
airland12,3,3,56,158
airland12,3,3,57,161
airland12,3,3,58,165
airland12,3,3,59,169
airland12,3,3,60,166
airland12,3,3,61,174
airland12,3,3,62,176
airland12,3,3,63,182
airland12,3,3,64,187
airland12,3,3,65,189
airland12,3,3,66,193
airland12,3,3,67,197
airland12,3,3,68,199
airland12,3,3,69,202
airland12,3,3,70,209
airland12,3,3,71,212
airland12,3,3,72,213
airland12,3,3,73,215
airland12,3,3,74,218
airland12,3,3,75,220
airland12,3,3,76,224
airland12,3,3,77,225
airland12,3,3,78,228
airland12,3,3,79,235
airland12,3,3,80,234
airland12,3,3,81,238
airland12,3,3,82,240
airland12,3,3,83,241
airland12,3,3,84,248
airland12,3,3,85,245
airland12,4,1,1,4
airland12,4,1,2,15
airland12,4,1,3,19
airland12,4,1,4,24
airland12,4,1,5,22
airland12,4,1,6,28
airland12,4,1,7,30
airland12,4,1,8,33
airland12,4,1,9,35
airland12,4,1,10,34
airland12,4,1,11,40
airland12,4,1,12,46
airland12,4,1,13,47
airland12,4,1,14,53
airland12,4,1,15,54
airland12,4,1,16,55
airland12,4,1,17,66
airland12,4,1,18,71
airland12,4,1,19,74
airland12,4,1,20,82
airland12,4,1,21,85
airland12,4,1,22,91
airland12,4,1,23,96
airland12,4,1,24,98
airland12,4,1,25,102
airland12,4,1,26,104
airland12,4,1,27,113
airland12,4,1,28,118
airland12,4,1,29,121
airland12,4,1,30,123
airland12,4,1,31,130
airland12,4,1,32,141
airland12,4,1,33,144
airland12,4,1,34,149
airland12,4,1,35,150
airland12,4,1,36,157
airland12,4,1,37,163
airland12,4,1,38,169
airland12,4,1,39,168
airland12,4,1,40,175
airland12,4,1,41,177
airland12,4,1,42,184
airland12,4,1,43,195
airland12,4,1,44,194
airland12,4,1,45,203
airland12,4,1,46,200
airland12,4,1,47,206
airland12,4,1,48,208
airland12,4,1,49,210
airland12,4,1,50,211
airland12,4,1,51,214
airland12,4,1,52,217
airland12,4,1,53,219
airland12,4,1,54,221
airland12,4,1,55,223
airland12,4,1,56,229
airland12,4,1,57,226
airland12,4,1,58,236
airland12,4,1,59,233
airland12,4,1,60,246
airland12,4,1,61,244
airland12,4,1,62,249
airland12,4,2,1,3
airland12,4,2,2,7
airland12,4,2,3,13
airland12,4,2,4,14
airland12,4,2,5,18
airland12,4,2,6,25
airland12,4,2,7,27
airland12,4,2,8,32
airland12,4,2,9,42
airland12,4,2,10,44
airland12,4,2,11,51
airland12,4,2,12,50
airland12,4,2,13,52
airland12,4,2,14,61
airland12,4,2,15,62
airland12,4,2,16,65
airland12,4,2,17,70
airland12,4,2,18,76
airland12,4,2,19,75
airland12,4,2,20,87
airland12,4,2,21,84
airland12,4,2,22,89
airland12,4,2,23,92
airland12,4,2,24,99
airland12,4,2,25,101
airland12,4,2,26,103
airland12,4,2,27,108
airland12,4,2,28,110
airland12,4,2,29,117
airland12,4,2,30,119
airland12,4,2,31,126
airland12,4,2,32,131
airland12,4,2,33,132
airland12,4,2,34,129
airland12,4,2,35,138
airland12,4,2,36,137
airland12,4,2,37,147
airland12,4,2,38,154
airland12,4,2,39,159
airland12,4,2,40,165
airland12,4,2,41,171
airland12,4,2,42,172
airland12,4,2,43,173
airland12,4,2,44,178
airland12,4,2,45,183
airland12,4,2,46,188
airland12,4,2,47,192
airland12,4,2,48,196
airland12,4,2,49,202
airland12,4,2,50,207
airland12,4,2,51,212
airland12,4,2,52,216
airland12,4,2,53,218
airland12,4,2,54,224
airland12,4,2,55,225
airland12,4,2,56,228
airland12,4,2,57,235
airland12,4,2,58,231
airland12,4,2,59,230
airland12,4,2,60,240
airland12,4,2,61,242
airland12,4,2,62,245
airland12,4,3,1,1
airland12,4,3,2,2
airland12,4,3,3,5
airland12,4,3,4,6
airland12,4,3,5,8
airland12,4,3,6,11
airland12,4,3,7,16
airland12,4,3,8,21
airland12,4,3,9,20
airland12,4,3,10,23
airland12,4,3,11,26
airland12,4,3,12,36
airland12,4,3,13,38
airland12,4,3,14,39
airland12,4,3,15,43
airland12,4,3,16,48
airland12,4,3,17,56
airland12,4,3,18,58
airland12,4,3,19,59
airland12,4,3,20,60
airland12,4,3,21,67
airland12,4,3,22,63
airland12,4,3,23,72
airland12,4,3,24,77
airland12,4,3,25,79
airland12,4,3,26,83
airland12,4,3,27,86
airland12,4,3,28,88
airland12,4,3,29,93
airland12,4,3,30,94
airland12,4,3,31,97
airland12,4,3,32,106
airland12,4,3,33,105
airland12,4,3,34,111
airland12,4,3,35,116
airland12,4,3,36,125
airland12,4,3,37,124
airland12,4,3,38,135
airland12,4,3,39,134
airland12,4,3,40,136
airland12,4,3,41,142
airland12,4,3,42,145
airland12,4,3,43,148
airland12,4,3,44,151
airland12,4,3,45,152
airland12,4,3,46,155
airland12,4,3,47,160
airland12,4,3,48,162
airland12,4,3,49,170
airland12,4,3,50,176
airland12,4,3,51,181
airland12,4,3,52,182
airland12,4,3,53,191
airland12,4,3,54,190
airland12,4,3,55,197
airland12,4,3,56,205
airland12,4,3,57,204
airland12,4,3,58,227
airland12,4,3,59,232
airland12,4,3,60,234
airland12,4,3,61,238
airland12,4,3,62,239
airland12,4,3,63,243
airland12,4,4,1,0
airland12,4,4,2,9
airland12,4,4,3,10
airland12,4,4,4,12
airland12,4,4,5,17
airland12,4,4,6,29
airland12,4,4,7,31
airland12,4,4,8,37
airland12,4,4,9,41
airland12,4,4,10,49
airland12,4,4,11,45
airland12,4,4,12,57
airland12,4,4,13,64
airland12,4,4,14,69
airland12,4,4,15,68
airland12,4,4,16,73
airland12,4,4,17,78
airland12,4,4,18,80
airland12,4,4,19,81
airland12,4,4,20,90
airland12,4,4,21,100
airland12,4,4,22,95
airland12,4,4,23,107
airland12,4,4,24,109
airland12,4,4,25,115
airland12,4,4,26,112
airland12,4,4,27,114
airland12,4,4,28,120
airland12,4,4,29,122
airland12,4,4,30,127
airland12,4,4,31,128
airland12,4,4,32,133
airland12,4,4,33,139
airland12,4,4,34,140
airland12,4,4,35,143
airland12,4,4,36,146
airland12,4,4,37,153
airland12,4,4,38,156
airland12,4,4,39,158
airland12,4,4,40,161
airland12,4,4,41,167
airland12,4,4,42,164
airland12,4,4,43,166
airland12,4,4,44,174
airland12,4,4,45,179
airland12,4,4,46,180
airland12,4,4,47,185
airland12,4,4,48,186
airland12,4,4,49,187
airland12,4,4,50,189
airland12,4,4,51,193
airland12,4,4,52,198
airland12,4,4,53,199
airland12,4,4,54,201
airland12,4,4,55,209
airland12,4,4,56,213
airland12,4,4,57,215
airland12,4,4,58,220
airland12,4,4,59,222
airland12,4,4,60,237
airland12,4,4,61,241
airland12,4,4,62,248
airland12,4,4,63,247
airland12,5,1,1,1
airland12,5,1,2,4
airland12,5,1,3,10
airland12,5,1,4,17
airland12,5,1,5,19
airland12,5,1,6,25
airland12,5,1,7,30
airland12,5,1,8,35
airland12,5,1,9,42
airland12,5,1,10,46
airland12,5,1,11,47
airland12,5,1,12,57
airland12,5,1,13,60
airland12,5,1,14,65
airland12,5,1,15,70
airland12,5,1,16,73
airland12,5,1,17,80
airland12,5,1,18,86
airland12,5,1,19,89
airland12,5,1,20,92
airland12,5,1,21,95
airland12,5,1,22,107
airland12,5,1,23,110
airland12,5,1,24,114
airland12,5,1,25,120
airland12,5,1,26,125
airland12,5,1,27,132
airland12,5,1,28,134
airland12,5,1,29,141
airland12,5,1,30,142
airland12,5,1,31,151
airland12,5,1,32,155
airland12,5,1,33,159
airland12,5,1,34,162
airland12,5,1,35,168
airland12,5,1,36,175
airland12,5,1,37,181
airland12,5,1,38,185
airland12,5,1,39,191
airland12,5,1,40,194
airland12,5,1,41,203
airland12,5,1,42,206
airland12,5,1,43,210
airland12,5,1,44,216
airland12,5,1,45,220
airland12,5,1,46,228
airland12,5,1,47,235
airland12,5,1,48,236
airland12,5,1,49,240
airland12,5,1,50,244
airland12,5,2,1,0
airland12,5,2,2,7
airland12,5,2,3,12
airland12,5,2,4,16
airland12,5,2,5,20
airland12,5,2,6,26
airland12,5,2,7,32
airland12,5,2,8,34
airland12,5,2,9,39
airland12,5,2,10,49
airland12,5,2,11,48
airland12,5,2,12,56
airland12,5,2,13,61
airland12,5,2,14,63
airland12,5,2,15,72
airland12,5,2,16,78
airland12,5,2,17,82
airland12,5,2,18,84
airland12,5,2,19,90
airland12,5,2,20,94
airland12,5,2,21,101
airland12,5,2,22,104
airland12,5,2,23,113
airland12,5,2,24,116
airland12,5,2,25,121
airland12,5,2,26,126
airland12,5,2,27,128
airland12,5,2,28,138
airland12,5,2,29,143
airland12,5,2,30,147
airland12,5,2,31,150
airland12,5,2,32,157
airland12,5,2,33,161
airland12,5,2,34,164
airland12,5,2,35,170
airland12,5,2,36,176
airland12,5,2,37,183
airland12,5,2,38,186
airland12,5,2,39,195
airland12,5,2,40,197
airland12,5,2,41,200
airland12,5,2,42,204
airland12,5,2,43,212
airland12,5,2,44,215
airland12,5,2,45,224
airland12,5,2,46,222
airland12,5,2,47,226
airland12,5,2,48,230
airland12,5,2,49,243
airland12,5,2,50,248
airland12,5,3,1,2
airland12,5,3,2,6
airland12,5,3,3,13
airland12,5,3,4,18
airland12,5,3,5,23
airland12,5,3,6,27
airland12,5,3,7,31
airland12,5,3,8,40
airland12,5,3,9,44
airland12,5,3,10,51
airland12,5,3,11,52
airland12,5,3,12,55
airland12,5,3,13,62
airland12,5,3,14,69
airland12,5,3,15,71
airland12,5,3,16,77
airland12,5,3,17,83
airland12,5,3,18,85
airland12,5,3,19,93
airland12,5,3,20,100
airland12,5,3,21,102
airland12,5,3,22,105
airland12,5,3,23,115
airland12,5,3,24,117
airland12,5,3,25,122
airland12,5,3,26,124
airland12,5,3,27,135
airland12,5,3,28,139
airland12,5,3,29,137
airland12,5,3,30,145
airland12,5,3,31,154
airland12,5,3,32,156
airland12,5,3,33,163
airland12,5,3,34,169
airland12,5,3,35,172
airland12,5,3,36,178
airland12,5,3,37,180
airland12,5,3,38,187
airland12,5,3,39,193
airland12,5,3,40,196
airland12,5,3,41,202
airland12,5,3,42,208
airland12,5,3,43,211
airland12,5,3,44,217
airland12,5,3,45,221
airland12,5,3,46,227
airland12,5,3,47,237
airland12,5,3,48,238
airland12,5,3,49,246
airland12,5,3,50,245
airland12,5,4,1,3
airland12,5,4,2,8
airland12,5,4,3,11
airland12,5,4,4,15
airland12,5,4,5,24
airland12,5,4,6,28
airland12,5,4,7,33
airland12,5,4,8,38
